Gene ID	Gene Symbol
8654	PDE5A
8659	ALDH4A1
8671	SLC4A4
8693	GALNT4
8694	DGAT1
8703	B4GALT3
8704	B4GALT2
8705	B3GALT4
8706	B3GALNT1
8714	ABCC3
873	CBR1
8733	GPAA1
874	CBR3
875	CBS
8760	CDS2
8776	MTMR1
8781	PSPHP1
8789	FBP2
8790	FPGT
8801	SUCLG2
8802	SUCLG1
8803	SUCLA2
8813	DPM1
8818	DPM2
8821	INPP4B
8824	CES2
883	KYAT1
8833	GMPS
8836	GGH
8854	ALDH1A2
8867	SYNJ1
8869	ST3GAL5
8871	SYNJ2
8875	VNN2
8876	VNN1
8877	SPHK1
8879	SGPL1
8884	SLC5A6
8897	MTMR3
8898	MTMR2
8908	GYG2
8942	KYNU
8972	MGAM
8974	P4HA2
8985	PLOD3
89869	PLCZ1
89874	SLC25A21
8992	ATP6V0E1
9016	SLC25A14
90161	HS6ST2
9023	CH25H
90423	ATP6V1E2
9045	RPL14
9056	SLC7A7
9057	SLC7A6
9058	SLC13A2
9060	PAPSS2
9061	PAPSS1
90701	SEC11C
9091	PIGQ
9114	ATP6V0D1
91227	GGTLC2
9123	SLC16A3
91373	UAP1L1
9152	SLC6A5
9153	SLC28A2
9154	SLC28A1
9162	DGKI
9167	COX7A2L
91703	ACY3
91734	IDI2
9187	SLC24A1
9194	SLC16A7
9197	SLC33A1
92086	GGTLC1
9227	LRAT
9245	GCNT3
92483	LDHAL6B
92579	G6PC3
92745	SLC38A5
9296	ATP6V1F
93010	B3GNT7
93034	NT5C1B
93100	NAPRT
93183	PIGM
9331	B4GALT6
9334	B4GALT5
9348	NDST3
93492	TPTE2
9365	KL
9374	PPT2
9377	COX5A
9380	GRHPR
9388	LIPG
9390	SLC22A13
9394	HS6ST1
93979	CPA5
94005	PIGS
94033	FTMT
9415	FADS2
9420	CYP7B1
9435	CHST2
9453	GGPS1
9468	PCYT1B
9469	CHST3
948	CD36
9481	SLC25A27
9487	PIGL
9488	PIGB
9489	PGS1
949	SCARB1
9497	SLC4A7
9498	SLC4A8
95	ACY1
9514	GAL3ST1
9517	SPTLC2
952	CD38
953	ENTPD1
9536	PTGES
954	ENTPD2
955	ENTPD6
9550	ATP6V1G1
9551	ATP5J2
956	ENTPD3
9563	H6PD
957	ENTPD5
9583	ENTPD4
9588	PRDX6
9615	GDA
9651	PLCH2
9653	HS2ST1
97	ACYP1
978	CDA
9789	SPCS2
9791	PTDSS1
98	ACYP2
9807	IP6K1
9843	HEPH
9869	SETDB1
9942	XYLB
9945	GFPT2
9951	HS3ST4
9953	HS3ST3B1
9955	HS3ST3A1
9956	HS3ST2
9957	HS3ST1
9962	SLC23A2
9963	SLC23A1
9990	SLC12A6
AI971036	-
